survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,family_size,embarked_Q,embarked_S
0,2,0,28.0,0,0,0.0,Second,man,True,Southampton,no,True,1,False,True
0,3,0,18.0,0,0,7.775,Third,man,True,Southampton,no,True,1,False,True
0,3,0,24.5,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,3,1,18.0,0,0,9.8417,Third,woman,False,Southampton,yes,True,1,False,True
0,3,1,43.0,1,6,46.9,Third,woman,False,Southampton,no,False,8,False,True
1,1,0,36.0,0,1,512.3292,First,man,True,Cherbourg,yes,False,2,False,False
0,3,1,28.0,0,0,8.1375,Third,woman,False,Queenstown,no,True,1,True,False
1,1,0,27.0,0,0,76.7292,First,man,True,Cherbourg,yes,True,1,False,False
0,3,0,20.0,0,0,9.225,Third,man,True,Southampton,no,True,1,False,True
0,3,0,14.0,5,2,46.9,Third,child,False,Southampton,no,False,8,False,True
0,2,0,60.0,1,1,39.0,Second,man,True,Southampton,no,False,3,False,True
0,2,0,25.0,1,2,41.5792,Second,man,True,Cherbourg,no,False,4,False,False
0,3,0,14.0,4,1,39.6875,Third,child,False,Southampton,no,False,6,False,True
0,3,0,19.0,0,0,10.1708,Third,man,True,Southampton,no,True,1,False,True
0,3,0,18.0,0,0,7.7958,Third,man,True,Southampton,no,True,1,False,True
1,1,1,15.0,0,1,211.3375,First,child,False,Southampton,yes,False,2,False,True
1,1,0,31.0,1,0,57.0,First,man,True,Southampton,yes,False,2,False,True
1,3,1,4.0,0,1,13.4167,Third,child,False,Cherbourg,yes,False,2,False,False
1,3,0,28.0,0,0,56.4958,Third,man,True,Southampton,yes,True,1,False,True
0,3,0,25.0,0,0,7.225,Third,man,True,Cherbourg,no,True,1,False,False
0,1,0,60.0,0,0,26.55,First,man,True,Southampton,no,True,1,False,True
0,2,0,52.0,0,0,13.5,Second,man,True,Southampton,no,True,1,False,True
0,3,0,44.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,3,1,28.0,0,0,7.7333,Third,woman,False,Queenstown,yes,True,1,True,False
0,1,0,49.0,1,1,110.8833,First,man,True,Cherbourg,no,False,3,False,False
0,3,0,42.0,0,0,7.65,Third,man,True,Southampton,no,True,1,False,True
1,1,1,18.0,1,0,227.525,First,woman,False,Cherbourg,yes,False,2,False,False
1,1,0,35.0,0,0,26.2875,First,man,True,Southampton,yes,True,1,False,True
0,3,1,18.0,0,1,14.4542,Third,woman,False,Cherbourg,no,False,2,False,False
0,3,0,25.0,0,0,7.7417,Third,man,True,Queenstown,no,True,1,True,False
0,3,0,26.0,1,0,7.8542,Third,man,True,Southampton,no,False,2,False,True
0,2,0,39.0,0,0,26.0,Second,man,True,Southampton,no,True,1,False,True
1,2,1,45.0,0,0,13.5,Second,woman,False,Southampton,yes,True,1,False,True
1,1,0,42.0,0,0,26.2875,First,man,True,Southampton,yes,True,1,False,True
1,1,1,22.0,0,0,151.55,First,woman,False,Southampton,yes,True,1,False,True
1,3,0,28.0,1,1,15.2458,Third,man,True,Cherbourg,yes,False,3,False,False
1,1,1,24.0,0,0,49.5042,First,woman,False,Cherbourg,yes,True,1,False,False
0,1,0,28.0,0,0,26.55,First,man,True,Southampton,no,True,1,False,True
1,1,0,48.0,1,0,52.0,First,man,True,Southampton,yes,False,2,False,True
0,3,0,29.0,0,0,9.4833,Third,man,True,Southampton,no,True,1,False,True
0,2,0,52.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,3,0,19.0,0,0,7.65,Third,man,True,Southampton,no,True,1,False,True
1,1,1,38.0,0,0,227.525,First,woman,False,Cherbourg,yes,True,1,False,False
1,2,1,27.0,0,0,10.5,Second,woman,False,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,15.5,Third,man,True,Queenstown,no,True,1,True,False
0,3,0,33.0,0,0,7.775,Third,man,True,Southampton,no,True,1,False,True
1,2,1,6.0,0,1,33.0,Second,child,False,Southampton,yes,False,2,False,True
0,3,0,17.0,1,0,7.0542,Third,man,True,Southampton,no,False,2,False,True
0,2,0,34.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,2,0,50.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
1,1,0,27.0,1,0,53.1,First,man,True,Southampton,yes,False,2,False,True
0,3,0,20.0,0,0,8.6625,Third,man,True,Southampton,no,True,1,False,True
1,2,1,30.0,3,0,21.0,Second,woman,False,Southampton,yes,False,4,False,True
1,3,1,28.0,0,0,7.7375,Third,woman,False,Queenstown,yes,True,1,True,False
0,2,0,25.0,1,0,26.0,Second,man,True,Southampton,no,False,2,False,True
0,3,1,25.0,1,0,7.925,Third,woman,False,Southampton,no,False,2,False,True
1,1,1,29.0,0,0,211.3375,First,woman,False,Southampton,yes,True,1,False,True
0,3,0,11.0,0,0,18.7875,Third,child,False,Cherbourg,no,True,1,False,False
0,2,0,28.0,0,0,0.0,Second,man,True,Southampton,no,True,1,False,True
0,2,0,23.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,2,0,23.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
0,3,0,28.5,0,0,16.1,Third,man,True,Southampton,no,True,1,False,True
0,3,1,48.0,1,3,34.375,Third,woman,False,Southampton,no,False,5,False,True
1,1,0,35.0,0,0,512.3292,First,man,True,Cherbourg,yes,True,1,False,False
0,3,0,28.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
1,1,0,28.0,0,0,30.0,First,man,True,Southampton,yes,True,1,False,True
0,1,0,36.0,1,0,78.85,First,man,True,Southampton,no,False,2,False,True
1,1,1,21.0,2,2,262.375,First,woman,False,Cherbourg,yes,False,5,False,False
0,3,0,24.0,1,0,16.1,Third,man,True,Southampton,no,False,2,False,True
1,3,0,31.0,0,0,7.925,Third,man,True,Southampton,yes,True,1,False,True
0,1,0,70.0,1,1,71.0,First,man,True,Southampton,no,False,3,False,True
0,3,0,16.0,1,1,20.25,Third,man,True,Southampton,no,False,3,False,True
1,2,1,30.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
0,1,0,19.0,1,0,53.1,First,man,True,Southampton,no,False,2,False,True
0,3,0,31.0,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
1,2,1,4.0,1,1,23.0,Second,child,False,Southampton,yes,False,3,False,True
1,3,0,6.0,0,1,12.475,Third,child,False,Southampton,yes,False,2,False,True
0,3,0,33.0,0,0,9.5,Third,man,True,Southampton,no,True,1,False,True
0,3,0,23.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
1,2,1,48.0,1,2,65.0,Second,woman,False,Southampton,yes,False,4,False,True
1,2,0,0.67,1,1,14.5,Second,child,False,Southampton,yes,False,3,False,True
0,3,0,28.0,0,0,7.7958,Third,man,True,Southampton,no,True,1,False,True
0,2,0,18.0,0,0,11.5,Second,man,True,Southampton,no,True,1,False,True
0,3,0,34.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,1,1,33.0,0,0,86.5,First,woman,False,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,14.5,Third,man,True,Southampton,no,True,1,False,True
0,3,0,41.0,0,0,7.125,Third,man,True,Southampton,no,True,1,False,True
1,3,0,20.0,0,0,7.2292,Third,man,True,Cherbourg,yes,True,1,False,False
1,1,1,36.0,1,2,120.0,First,woman,False,Southampton,yes,False,4,False,True
0,3,0,16.0,0,0,7.775,Third,man,True,Southampton,no,True,1,False,True
1,1,1,51.0,1,0,77.9583,First,woman,False,Southampton,yes,False,2,False,True
0,1,0,28.0,0,0,39.6,First,man,True,Cherbourg,no,True,1,False,False
0,3,1,30.5,0,0,7.75,Third,woman,False,Queenstown,no,True,1,True,False
0,3,0,28.0,1,0,24.15,Third,man,True,Queenstown,no,False,2,True,False
0,3,0,32.0,0,0,8.3625,Third,man,True,Southampton,no,True,1,False,True
0,3,0,24.0,0,0,9.5,Third,man,True,Southampton,no,True,1,False,True
0,3,0,48.0,0,0,7.8542,Third,man,True,Southampton,no,True,1,False,True
0,2,1,57.0,0,0,10.5,Second,woman,False,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,7.225,Third,man,True,Cherbourg,no,True,1,False,False
1,2,1,54.0,1,3,23.0,Second,woman,False,Southampton,yes,False,5,False,True
0,3,0,18.0,0,0,7.75,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
1,3,1,5.0,0,0,12.475,Third,child,False,Southampton,yes,True,1,False,True
0,3,0,28.0,0,0,7.7375,Third,man,True,Queenstown,no,True,1,True,False
1,1,1,43.0,0,1,211.3375,First,woman,False,Southampton,yes,False,2,False,True
1,3,1,13.0,0,0,7.2292,Third,child,False,Cherbourg,yes,True,1,False,False
1,1,1,17.0,1,0,57.0,First,woman,False,Southampton,yes,False,2,False,True
0,1,0,29.0,0,0,30.0,First,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,1,2,23.45,Third,man,True,Southampton,no,False,4,False,True
0,3,0,25.0,0,0,7.05,Third,man,True,Southampton,no,True,1,False,True
0,3,0,25.0,0,0,7.25,Third,man,True,Southampton,no,True,1,False,True
1,3,1,18.0,0,0,7.4958,Third,woman,False,Southampton,yes,True,1,False,True
0,3,0,8.0,4,1,29.125,Third,child,False,Queenstown,no,False,6,True,False
1,3,0,1.0,1,2,20.575,Third,child,False,Southampton,yes,False,4,False,True
0,1,0,46.0,0,0,79.2,First,man,True,Cherbourg,no,True,1,False,False
0,3,0,28.0,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
0,2,0,16.0,0,0,26.0,Second,man,True,Southampton,no,True,1,False,True
0,3,1,28.0,8,2,69.55,Third,woman,False,Southampton,no,False,11,False,True
0,1,0,28.0,0,0,30.6958,First,man,True,Cherbourg,no,True,1,False,False
0,3,0,25.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,2,0,39.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
1,1,1,49.0,0,0,25.9292,First,woman,False,Southampton,yes,True,1,False,True
1,3,1,31.0,0,0,8.6833,Third,woman,False,Southampton,yes,True,1,False,True
0,3,0,30.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,1,False,False
0,3,1,30.0,1,1,24.15,Third,woman,False,Southampton,no,False,3,False,True
0,2,0,34.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
1,2,1,31.0,1,1,26.25,Second,woman,False,Southampton,yes,False,3,False,True
1,1,0,11.0,1,2,120.0,First,child,False,Southampton,yes,False,4,False,True
1,3,0,0.42,0,1,8.5167,Third,child,False,Cherbourg,yes,False,2,False,False
1,3,0,27.0,0,0,6.975,Third,man,True,Southampton,yes,True,1,False,True
0,3,0,31.0,0,0,7.775,Third,man,True,Southampton,no,True,1,False,True
0,1,0,39.0,0,0,0.0,First,man,True,Southampton,no,True,1,False,True
0,3,1,18.0,0,0,7.775,Third,woman,False,Southampton,no,True,1,False,True
0,2,0,39.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
1,1,1,33.0,1,0,53.1,First,woman,False,Southampton,yes,False,2,False,True
0,3,0,26.0,0,0,7.8875,Third,man,True,Southampton,no,True,1,False,True
0,3,0,39.0,0,0,24.15,Third,man,True,Southampton,no,True,1,False,True
0,2,0,35.0,0,0,10.5,Second,man,True,Southampton,no,True,1,False,True
0,3,1,6.0,4,2,31.275,Third,child,False,Southampton,no,False,7,False,True
0,3,0,30.5,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
0,1,0,28.0,0,0,0.0,First,man,True,Southampton,no,True,1,False,True
0,3,1,23.0,0,0,7.925,Third,woman,False,Southampton,no,True,1,False,True
0,2,0,31.0,1,1,37.0042,Second,man,True,Cherbourg,no,False,3,False,False
0,3,0,43.0,0,0,6.45,Third,man,True,Southampton,no,True,1,False,True
0,3,0,10.0,3,2,27.9,Third,child,False,Southampton,no,False,6,False,True
1,1,1,52.0,1,1,93.5,First,woman,False,Southampton,yes,False,3,False,True
1,3,0,27.0,0,0,8.6625,Third,man,True,Southampton,yes,True,1,False,True
0,1,0,38.0,0,0,0.0,First,man,True,Southampton,no,True,1,False,True
1,3,1,27.0,0,1,12.475,Third,woman,False,Southampton,yes,False,2,False,True
0,3,0,2.0,4,1,39.6875,Third,child,False,Southampton,no,False,6,False,True
0,3,0,28.0,0,0,6.95,Third,man,True,Queenstown,no,True,1,True,False
0,3,0,28.0,0,0,56.4958,Third,man,True,Southampton,no,True,1,False,True
1,2,0,1.0,0,2,37.0042,Second,child,False,Cherbourg,yes,False,3,False,False
1,3,0,28.0,0,0,7.75,Third,man,True,Queenstown,yes,True,1,True,False
1,1,1,62.0,0,0,80.0,First,woman,False,,yes,True,1,False,True
1,3,1,15.0,1,0,14.4542,Third,child,False,Cherbourg,yes,False,2,False,False
1,2,0,0.83,1,1,18.75,Second,child,False,Southampton,yes,False,3,False,True
0,3,0,28.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,23.0,0,0,7.8542,Third,man,True,Southampton,no,True,1,False,True
0,3,0,18.0,0,0,8.3,Third,man,True,Southampton,no,True,1,False,True
1,1,1,39.0,1,1,83.1583,First,woman,False,Cherbourg,yes,False,3,False,False
0,3,0,21.0,0,0,8.6625,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,8.05,Third,man,True,Southampton,no,True,1,False,True
1,3,0,32.0,0,0,56.4958,Third,man,True,Southampton,yes,True,1,False,True
1,1,0,28.0,0,0,29.7,First,man,True,Cherbourg,yes,True,1,False,False
0,3,0,20.0,0,0,7.925,Third,man,True,Southampton,no,True,1,False,True
0,2,0,16.0,0,0,10.5,Second,man,True,Southampton,no,True,1,False,True
1,1,1,30.0,0,0,31.0,First,woman,False,Cherbourg,yes,True,1,False,False
0,3,0,34.5,0,0,6.4375,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,17.0,0,0,8.6625,Third,man,True,Southampton,no,True,1,False,True
0,3,0,42.0,0,0,7.55,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,8,2,69.55,Third,man,True,Southampton,no,False,11,False,True
0,3,0,35.0,0,0,7.8958,Third,man,True,Cherbourg,no,True,1,False,False
0,2,0,28.0,0,1,33.0,Second,man,True,Southampton,no,False,2,False,True
1,1,1,28.0,1,0,89.1042,First,woman,False,Cherbourg,yes,False,2,False,False
0,3,0,4.0,4,2,31.275,Third,child,False,Southampton,no,False,7,False,True
0,3,0,74.0,0,0,7.775,Third,man,True,Southampton,no,True,1,False,True
0,3,1,9.0,1,1,15.2458,Third,child,False,Cherbourg,no,False,3,False,False
1,1,1,16.0,0,1,39.4,First,woman,False,Southampton,yes,False,2,False,True
0,2,1,44.0,1,0,26.0,Second,woman,False,Southampton,no,False,2,False,True
1,3,1,18.0,0,1,9.35,Third,woman,False,Southampton,yes,False,2,False,True
1,1,1,45.0,1,1,164.8667,First,woman,False,Southampton,yes,False,3,False,True
1,1,0,51.0,0,0,26.55,First,man,True,Southampton,yes,True,1,False,True
1,3,1,24.0,0,3,19.2583,Third,woman,False,Cherbourg,yes,False,4,False,False
0,3,0,28.0,0,0,7.2292,Third,man,True,Cherbourg,no,True,1,False,False
0,3,0,41.0,2,0,14.1083,Third,man,True,Southampton,no,False,3,False,True
0,2,0,21.0,1,0,11.5,Second,man,True,Southampton,no,False,2,False,True
1,1,1,48.0,0,0,25.9292,First,woman,False,Southampton,yes,True,1,False,True
0,3,1,28.0,8,2,69.55,Third,woman,False,Southampton,no,False,11,False,True
0,2,0,24.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
1,2,1,42.0,0,0,13.0,Second,woman,False,Southampton,yes,True,1,False,True
1,2,1,27.0,1,0,13.8583,Second,woman,False,Cherbourg,yes,False,2,False,False
0,1,0,31.0,0,0,50.4958,First,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,9.5,Third,man,True,Southampton,no,True,1,False,True
1,3,0,4.0,1,1,11.1333,Third,child,False,Southampton,yes,False,3,False,True
0,3,0,26.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
1,1,1,47.0,1,1,52.5542,First,woman,False,Southampton,yes,False,3,False,True
0,1,0,33.0,0,0,5.0,First,man,True,Southampton,no,True,1,False,True
0,3,0,47.0,0,0,9.0,Third,man,True,Southampton,no,True,1,False,True
1,2,1,28.0,1,0,24.0,Second,woman,False,Cherbourg,yes,False,2,False,False
1,3,1,15.0,0,0,7.225,Third,child,False,Cherbourg,yes,True,1,False,False
0,3,0,20.0,0,0,9.8458,Third,man,True,Southampton,no,True,1,False,True
0,3,0,19.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,3,0,28.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
1,1,1,56.0,0,1,83.1583,First,woman,False,Cherbourg,yes,False,2,False,False
1,2,1,25.0,0,1,26.0,Second,woman,False,Southampton,yes,False,2,False,True
0,3,0,33.0,0,0,7.8958,Third,man,True,Southampton,no,True,1,False,True
0,3,1,22.0,0,0,10.5167,Third,woman,False,Southampton,no,True,1,False,True
0,2,0,28.0,0,0,10.5,Second,man,True,Southampton,no,True,1,False,True
0,3,0,25.0,0,0,7.05,Third,man,True,Southampton,no,True,1,False,True
0,3,1,39.0,0,5,29.125,Third,woman,False,Queenstown,no,False,6,True,False
0,2,0,27.0,0,0,13.0,Second,man,True,Southampton,no,True,1,False,True
1,1,1,19.0,0,0,30.0,First,woman,False,Southampton,yes,True,1,False,True
0,3,1,28.0,1,2,23.45,Third,woman,False,Southampton,no,False,4,False,True
1,1,0,26.0,0,0,30.0,First,man,True,Cherbourg,yes,True,1,False,False
0,3,0,32.0,0,0,7.75,Third,man,True,Queenstown,no,True,1,True,False
